sample,local_idx,sample_idx,method,reference,Vs1,H,CoV,Vs2,rel_l2_low,rel_l2_low_central,rel_l2_mid,rel_l2_mid_central,rel_l2_high,rel_l2_high_central,rel_l2_all,rel_l2_all_central
12,699,5396,Pretell,OpenSees 2-D,238.81110316876217,61.0,0.214666705019772,1104.0173947608328,0.0226738718281702,0.0226738718281702,0.6601539647367577,0.6601539647367577,0.7627917370551689,0.7627917370551689,0.6743312520697176,0.6743312520697176
13,953,7343,GINO,OpenSees 2-D,146.29610715353328,34.0,0.2125997029244899,882.3956287443269,0.0676870416722619,0.0790044545414769,0.1962947287975794,0.0960314355917733,0.3596347266123699,0.3584661892925099,0.2322432925914421,0.1677093817955459
13,953,7343,1D Base Case,OpenSees 2-D,146.29610715353328,34.0,0.2125997029244899,882.3956287443269,0.0239695813690008,0.0242768709696518,0.559200892135444,0.5587481307917638,0.5646643042866182,0.5479024255462632,0.5460188138912009,0.5432927022447072
13,953,7343,Pretell's approach,OpenSees 2-D,146.29610715353328,34.0,0.2125997029244899,882.3956287443269,0.0213333221949835,0.0083128361515,0.6023880561102452,0.2679083160533769,0.4116877516144918,0.3400504010937318,0.5551219933549073,0.2744104782268998
13,953,7343,Toro Vs,OpenSees 2-D,146.29610715353328,34.0,0.2125997029244899,882.3956287443269,0.0164924345068196,0.0164924345068196,0.5553820666843324,0.5553820666843324,0.4802897354084025,0.4802897354084025,0.5301694759222436,0.5301694759222436
13,953,7343,Passeri tts,OpenSees 2-D,146.29610715353328,34.0,0.2125997029244899,882.3956287443269,0.024241164107103,0.024241164107103,0.5464199362703952,0.5464199362703952,0.5341243964044808,0.5341243964044808,0.5310349185790956,0.5310349185790956
13,953,7343,Pretell,OpenSees 2-D,146.29610715353328,34.0,0.2125997029244899,882.3956287443269,0.0071221083720993,0.0071221083720993,0.4121607965017976,0.4121607965017976,0.3905660083825049,0.3905660083825049,0.3985851535242823,0.3985851535242823
14,442,3540,GINO,OpenSees 2-D,232.90156909952375,27.0,0.2187564650550484,1028.941478887828,0.1453186803239537,0.1507893068666511,0.3574967679695766,0.42636116972995,0.3757305694899923,0.3798455303818022,0.3602807012976905,0.3973618459892745
14,442,3540,1D Base Case,OpenSees 2-D,232.90156909952375,27.0,0.2187564650550484,1028.941478887828,0.0054596089029117,0.0056623453434025,0.5037390453923358,0.5142418777665916,0.6045935979502892,0.5895608659441683,0.5448770511848451,0.5407433951222584
14,442,3540,Pretell's approach,OpenSees 2-D,232.90156909952375,27.0,0.2187564650550484,1028.941478887828,0.0034746241428627,0.0024539536447282,0.3965861266535545,0.4054966570223293,0.5143875934730848,0.3925669530624843,0.4497436260028791,0.3911090560728166
14,442,3540,Toro Vs,OpenSees 2-D,232.90156909952375,27.0,0.2187564650550484,1028.941478887828,0.0042236711798309,0.0042236711798309,0.5381253995335304,0.5381253995335304,0.5375483995522117,0.5375483995522117,0.5268384565822819,0.5268384565822819
14,442,3540,Passeri tts,OpenSees 2-D,232.90156909952375,27.0,0.2187564650550484,1028.941478887828,0.0056576574343015,0.0056576574343015,0.5119041977149293,0.5119041977149293,0.5690254051159834,0.5690254051159834,0.5292926504130249,0.5292926504130249
14,442,3540,Pretell,OpenSees 2-D,232.90156909952375,27.0,0.2187564650550484,1028.941478887828,0.0012429067521293,0.0012429067521293,0.2622800211473944,0.2622800211473944,0.270648728500766,0.270648728500766,0.2609183129205208,0.2609183129205208
15,893,6755,GINO,OpenSees 2-D,172.4728690775164,98.0,0.1278202375397086,1133.7607909616702,0.0861255049553015,0.0724458595799354,0.1421858267079783,0.1525362545964078,0.2848469360931942,0.2258239805899481,0.136992314365622,0.1227012192548567
15,893,6755,1D Base Case,OpenSees 2-D,172.4728690775164,98.0,0.1278202375397086,1133.7607909616702,0.2262822154128435,0.2318265006281912,0.5082724901654282,0.5345899174879559,0.5259135497285429,0.557101937386689,0.3541296087329073,0.3755908357594286
15,893,6755,Pretell's approach,OpenSees 2-D,172.4728690775164,98.0,0.1278202375397086,1133.7607909616702,0.2205659455249227,0.1620710215138711,0.4603288159266612,0.4560423205956643,0.4404016739720608,0.4666130004000137,0.3216761272748871,0.305837875421607
15,893,6755,Toro Vs,OpenSees 2-D,172.4728690775164,98.0,0.1278202375397086,1133.7607909616702,0.5089981700763002,0.5089981700763002,0.688654556030813,0.688654556030813,0.6461448390963146,0.6461448390963146,0.5750930679346327,0.5750930679346327
15,893,6755,Passeri tts,OpenSees 2-D,172.4728690775164,98.0,0.1278202375397086,1133.7607909616702,0.243392977525469,0.243392977525469,0.5467377646040255,0.5467377646040255,0.5635509321774248,0.5635509321774248,0.3855549889629272,0.3855549889629272
15,893,6755,Pretell,OpenSees 2-D,172.4728690775164,98.0,0.1278202375397086,1133.7607909616702,0.1212037134083949,0.1212037134083949,0.4858282834679527,0.4858282834679527,0.4875792040848525,0.4875792040848525,0.3089326318064225,0.3089326318064225
16,861,6535,GINO,OpenSees 2-D,176.01347809939273,20.0,0.2044354684650898,1185.2351935758222,0.1581509080280815,0.1559428497472766,0.1922945214333543,0.0859276197400632,0.3331497559690546,0.2552926324249716,0.2923312098743032,0.2187853815938753
16,861,6535,1D Base Case,OpenSees 2-D,176.01347809939273,20.0,0.2044354684650898,1185.2351935758222,0.0038592614274699,0.0022420934094494,0.3798438846656736,0.1859545035618566,0.4661766286496188,0.3931986224589199,0.4311607674323006,0.3385590706904564
16,861,6535,Pretell's approach,OpenSees 2-D,176.01347809939273,20.0,0.2044354684650898,1185.2351935758222,0.002925390105057,0.002585872268913,0.3734708699837152,0.2068230389381485,0.5249502326748235,0.5056975095805779,0.4723401350066032,0.4311219207744191
16,861,6535,Toro Vs,OpenSees 2-D,176.01347809939273,20.0,0.2044354684650898,1185.2351935758222,0.0009361937456396,0.0009361937456396,0.1779469531283901,0.1779469531283901,0.3989829330414977,0.3989829330414977,0.3420537689023215,0.3420537689023215
16,861,6535,Passeri tts,OpenSees 2-D,176.01347809939273,20.0,0.2044354684650898,1185.2351935758222,0.0022377049892235,0.0022377049892235,0.1829741358493729,0.1829741358493729,0.3684717045583177,0.3684717045583177,0.318534178387344,0.318534178387344
16,861,6535,Pretell,OpenSees 2-D,176.01347809939273,20.0,0.2044354684650898,1185.2351935758222,0.0009649319819451,0.0009649319819451,0.1199926794682027,0.1199926794682027,0.2551650828309337,0.2551650828309337,0.2196101576920089,0.2196101576920089
17,385,3063,GINO,OpenSees 2-D,162.8854639149095,31.0,0.2589456051588058,961.1735787268042,0.0837708745324031,0.073749442276691,0.3140291200805152,0.095189911667482,0.4656741712465615,0.5038970403041622,0.3316551268725093,0.2279708016464407
